genre,director actor1 actor2 title,year,rating,releasedate
Fantasy,Cameron Crowe Tom Cruise Penélope Cruz Vanilla Sky,2001,6.9,14-Dec-01
Crime,None Danny Naten Jerry Katz Black Russian,2009,6.9,26-Jul-09
Adventure,John Lee Paul Reubens Jordan Black Pee-wee's Big Holiday,2016,6.2,18-Mar-16
Comedy,Joel Hodgson Steve Bannos John Carney Statical Planets,1997,7.1,NA
Comedy,Andrew Waller Alona Tal Daniella Monet Taking 5,2007,5.9,28-Apr-07
Horror,Joe Sullivan Charlie Accivatti Tom Cahill Dead Serious,2005,5.9,15-Oct-05
Drama,Dara Oum Elizabeth Anweis Andrew Cinclair Last Exit,2008,4.9,5-Dec-08
Drama,Rob Reiner Alec Baldwin James Woods Ghosts of Mississippi,1996,6.7,3-Jan-97
Comedy,None Gerard Jamroz Marla Seidell The Cockups,2015,3.7,2015
Drama,Stephen C. Apostolof Mikel Angel Louis Ojena Suburbia Confidential,1966,4.6,28-Nov-66
Comedy,Philip Crippen Levi Fiehler Whitney Powell Moonshine Inc.,2009,6.8,NA
Horror,JP Mandarino Drew Lipson Charlie Morgan Patton The KAOS Brief,2016,6.5,NA
Horror,None Jeff Allen Tom Struckhoff Medusa,2015,6.8,2-Oct-15
Comedy,Matthew Irmas Stockard Channing Jennifer Tilly Edie & Pen,1996,5.8,10-May-96
Horror,Junius Podrug Emma MacKenzie Joshua Koopman Night of the Naked Dead,2012,2.2,1-Nov-12
Musical,Corey Lubowich Curt Mega Mary Kate Wiles Spies Are Forever,2016,9.2,21-Jun-16
Drama,Michael Almereyda Stephanie Andujar Hana Colley Marjorie Prime,2017,6.4,19-Oct-17
Comedy,Ryan Turri Matthew David Peterson Lauren Myers Abe Makes a Movie,2015,8,2015
Drama,Spike Lee Jules Brown Thomas Jefferson Byrd Red Hook Summer,2012,5,17-May-13
Romance,Dennis Devine Jeremie Loncka Dylan Diehl Dewitt & Maria,2010,6.9,NA
Drama,None Thomas Anthony Quinn Elizabeth Schwarzrock Using,2015,8.2,4-Feb-15
Animation,Jim Terry Danielle Romeo Lacoya Newsome The Adventures of Pinocchio,1984,5.3,1984
Comedy,Michael Ritchie Robert Redford Peter Boyle The Candidate,1972,7.1,11-Aug-72
Horror,Matthew Leutwyler Emmanuelle Vaugier Luke Goss Unearthed,2007,4,27-Apr-07
Fantasy,Carter Lord Julius Harris Will Sennett The Enchanted,1984,6.8,1984
Crime,Ray Nicholas Hosack Andrew Sensenig Bryan Christopherson Portrait of an American Family,2008,7.8,17-Jan
Comedy,Jean Negulesco Ann-Margret Anthony Franciosa The Pleasure Seekers,1964,5.7,Mar-65
Drama,Jesse Keller Carr Cavender Molly Beucher Blood Will Have Blood,2015,6.7,4-Dec-15
Comedy,Bob Dolman Susan Sarandon Goldie Hawn The Banger Sisters,2002,5.6,20-Sep-02
Comedy,Susan Seidelman Meryl Streep Roseanne Barr She-Devil,1989,5.5,8-Dec-89
Comedy,Arthur Hiller Jack Lemmon Sandy Dennis The Out of Towners,1970,7.1,28-May-70
Action,Lilly Wachowski Keanu Reeves Laurence Fishburne The Matrix Reloaded,2003,7.2,15-May-03
Comedy,Kenneth Johnson Fisher Stevens Michael McKean Short Circuit 2,1988,5.6,6-Jul-88
Thriller,Jason Freeman Robert McKeehen Audrey Walker Wake Before I Die,2011,4.8,1-Jan-15
Action,None Nick Brodsky Scott Cawthon Five Nights at Freddy's: The Fan Movie,2017,7.4,3-Mar-17
Action,None Bryan Campbell Barry Gerdsen The Good Book,1997,6.1,NA
Comedy,Craig Elrod Macon Blair Lee Eddy Mustang Island,2017,6.1,1-Apr-17
Comedy,Nigel Cole Christopher Walken Alessandro Nivola $5 a Day,2008,6.4,11-Jan-09
Drama,Marcello Daciano Amanda Lambert Anna Dubrovskaya Hidden Reality,2016,6.3,10-Oct-16
Animation,David Detiege Carol Channing Eddie Bracken Shinbone Alley,1970,5.7,7-Apr-71
Action,Timothy Friend Tiffany Shepis Trent Haaga Bonnie & Clyde vs. Dracula,2008,4.8,13-Mar-11
Sci-Fi,Aaron M. Johnson Terry Fujii Scott Brown The Mandalorian Legacy,2009,7.4,11-Nov-09
Adult,Hal Freeman Jerry Davis Toni Alessandrini The Best Little Cathouse in Las Vegas,1982,4,NA
Comedy,Ryan Eggold Cobie Smulders Peter Gallagher Literally  Right Before Aaron,2017,4.6,22-Apr-17
Horror,Shawnee Mercer Terrence Baker Candice Sharp Night of a Thousand Screams,2001,5.3,30-Dec-01
Comedy,John Dahl Ben Kingsley Téa Leoni You Kill Me,2007,6.5,13-Jul-07
Drama,Michael Harring Kirsten Barber Erin Jorgensen Lauren Is Missing,2013,4.5,24-Aug-13
Sci-Fi,Troy Cook Stephen Nichols Brad Dourif Phoenix,1995,3.6,30-Oct-95
Drama,Dave Christiano Allee Sutton Hethcoat Quinn Alexis Remember the Goal,2016,6.7,26-Aug-16
Comedy,Lee Jones Elizabeth Rush Ele Grigsby The Hidan of Maukbeiangjow,1973,5.3,NA
Comedy,Gorman Bechard Margaret Laney Alex Brown Friends (With Benefits),2009,5.4,5-Jul-10
Comedy,Patrick Jerome Leon Scott Neufville Against the Jab,2015,7.7,11-Apr-15
Drama,Dan Chinander Anita Gillette Margo Harshman Hiding Victoria,2006,5.5,10-Jan-07
Comedy,None K.S. Haddock Bill Levesque Weekend King,2007,7.6,2007
Crime,Amy Povah Becky Lea Goodman Samara Kelly 420: The Documentary,2013,8,27-Jul-13
Comedy,Emily Breer Tony Conrad Adolfas Mekas The Genius,1993,6,2-Apr-93
Action,Uwe Boll Zack Ward Dave Foley Postal,2007,4.5,18-Oct-07
Biography,Ridley Scott Denzel Washington Russell Crowe American Gangster,2007,7.8,2-Nov-07
Drama,David Jacobson Edward Norton Evan Rachel Wood Down in the Valley,2005,6.4,9-Dec-05
Action,William Katt Barry Corbin Sam Huntington River's End,2005,5.3,2005
Adult,Sam Norvell John Holmes Lesllie Bovee Eruption,1977,7.3,May-77
Comedy,Gregg Araki James Duval Roko Belic Totally F***ed Up,1993,6.1,13-Jan-95
Crime,Steven Shainberg Elias Koteas Laure Marsac Hit Me,1996,5.5,25-Sep-98
Drama,Micah Van Hove Lucas Elliot Eberl Johnny Wactor Menthol,2014,8.2,1-Feb-14
Horror,Connie Lamothe Misan Akuya Phil Amico A Split Personality,2013,6.2,24-Dec-12
Drama,Steven Paul Jon Voight Armand Assante Eternity,1990,2.7,15-Nov-90
Drama,Danny Madden Maria DeCotis Will Madden Euphonia,2013,7.6,8-Mar-13
Drama,Angela Garcia Combs Victoria Foyt James Darren Random Acts,2001,6.4,NA
Drama,Ruby L. Oliver Janet Jackson Audrey Morgan Love Your Mama,1990,5.3,5-Mar-93
Crime,John Madden Matt Dillon Joan Chen Golden Gate,1993,5.3,28-Jan-94
Comedy,Judson Vaughn LeAnne Belle Steve Borden The Real Reason (Men Commit Crimes),1998,7.5,NA
Crime,Charles R. Rondeau Robert Knapp Linda Lawson The Threat,1960,2.9,12-Mar-60
Action,Jonathan Mostow Sam Worthington Odeya Rush The Hunter's Prayer,2017,5.5,9-Jun-17
Drama,Rob Nilsson Bruce Dern Bill Bailey On the Edge,1986,7.1,2-May-86
Drama,Sarah Gurfield Chaney Kley Richard Karn Mr. Blue Sky,2007,7.3,9-Nov-07
Comedy,None Dave Campfield Paul Chomicki Caesar and Otto's Paranormal Halloween,2015,5.6,6-Oct-15
Action,Tony Olmos Brian Patrick Butler George Jac South of 8,2016,8.8,26-Sep-16
Documentary,Chris Gero Nigel Olsson Kim Bullard The Million Dollar Piano,2014,8,1-Jul-14
Adventure,Matt Danner Ben Diskin Jessica Gee-George Team Hot Wheels: The Origin of Awesome!,2014,5.3,7-Jun-14
Comedy,John G. Hofmann Timothy Hutton Alessandro Nivola Turning Green,2005,5.6,11-Jun-05
Horror,Richard Lowry Roy McGillivray Galen Schrick Jessica: A Ghost Story,1992,5.1,NA
Adult,Bob Chinn Jennifer Richards Kyoto Sun China Cat,1978,6.7,12-Mar-81
Drama,Hari Mahesh Fernanda Espíndola Matt Wiggins Love,2003,6,11-Oct-03
Adventure,Tim Burton Paul Reubens Elizabeth Daily Pee-wee's Big Adventure,1985,7,9-Aug-85
Comedy,Frank Mouris Sam Rush Riley Steiner Beginner's Luck,1986,5.1,Jan-86
Adventure,Mark Potter Jerald Garner Michael Judd Suddenly Unexpected,2003,4.8,7-Aug-03
Drama,None Norman Mailer Matthew Barney Cremaster 2,1999,6.7,6-Jul-05
Comedy,Andrew Neill Joy Dolo Brianna Lucas Limpwings,2011,7,15-Oct-11
Horror,Rolfe Kanefsky Tara Reid Devanny Pinn Party Bus to Hell,2017,6.5,16-Apr-18
Crime,Scott Storm Alfonso Freeman Rick D. Wasserman Ten 'til Noon,2006,5.6,3-Feb-06
Adventure,None Robert Blanche Danny Bruno Hope,2012,5.6,2012
Family,Vincent Sherman Debbie Reynolds Steve Forrest The Second Time Around,1961,6.4,22-Dec-61
Family,None John Bilyeu Frank Wiziarde Santa's Christmas Circus,1966,2.8,24-Sep-66
Comedy,Norman Korpi Heather B. Rachel Campos-Duffy The Wedding Video,2003,6.6,27-May-03
Comedy,Del Shores Whoopi Goldberg Bonnie Bedelia A Very Sordid Wedding,2017,5.6,10-Mar-17
Sci-Fi,Thomas Griffith Cevin Middleton Rana McAnear Chronicles of the Roman Numeral X,2007,5.1,5-Jan-07
Drama,John Rubino Lawrence Gilliard Jr. Wendell Holmes Lotto Land,1995,6.9,19-Apr-96
Drama,Jon Avnet Kathy Bates Jessica Tandy Fried Green Tomatoes,1991,7.7,24-Jan-92
Biography,Robby Benson J. Thomas Bailey Dan Beene Billy: The Early Years,2008,6.9,10-Oct-08
Action,Justin Timpane Daniel Ross Cory Okouchi Ninjas vs. Monsters,2012,3.5,14-Oct-12
Comedy,None Chris Rock Rosario Dawson Top Five,2014,6.4,12-Dec-14
Adventure,Sam Peckinpah Charlton Heston Richard Harris Major Dundee,1965,6.8,15-Mar-65
Comedy,Lisa Gottlieb Christina Applegate Elizabeth Peña Across the Moon,1995,4.6,28-Mar-95
Drama,Ralph E. Portillo Matt Marraccini Merilee Brasch Believers Among Us,2005,7.6,2005
Action,None Katherine Randolph Brian Reed Garvin Centurion AD,2015,6.2,15-Dec-15
Adult,Joseph Tebber Laurien Dominique Monique Cardin The Starlets,1977,5.5,24-Jun-77
Comedy,Norman René Meg Ryan Alec Baldwin Prelude to a Kiss,1992,5.6,10-Jul-92
Crime,Albert Zugsmith Susanne Suzan Alta Christopher Violated!,1975,7,28-Feb-75
Horror,Dimitri Logothetis Toni Basil Nicholas Celozzi Slaughterhouse Rock,1988,3.6,Feb-88
Adult,None Craig Roberts Erica Boyer Where the Sun Never Shines,1990,5.3,NA
Comedy,Chris Seaver Josh Suire Meredith Host The Weirdsies,2015,7.2,11-Nov-15
Action,Jack Arnold James Darren Pamela Tiffin The Lively Set,1964,5.9,24-Oct-64
Adventure,Harald Zwart Steve Martin Jean Reno The Pink Panther 2,2009,5.6,6-Feb-09
Adult,Leonard Kirtman Serena Sharon Kane Deep Rub,1979,6.1,1979
Adventure,John Rich Elvis Presley Dodie Marshall Easy Come  Easy Go,1967,5.2,14-Jun-67
Horror,Kevin Greutert Deborah Kara Unger Stephen Dorff Jackals,2017,4.7,28-Dec-17
Comedy,Insane Mike Saunders Linnea Quigley Joseph Roark Demonica,2014,5.2,22-Mar-14
Comedy,Romeo M. Mario Romeo Milano Kathleen Conway Spies and Lovers,1989,2.1,1989
Biography,Michael Apted Sigourney Weaver Bryan Brown Gorillas in the Mist,1988,7,7-Oct-88
Horror,Rocky Costanzo Rosslyn Roberson Andrew Martin Hallowed,2005,4.2,7-Dec-05
Drama,Andrew Lane Eric Roberts Beverly D'Angelo Lonely Hearts,1991,4.8,16-Oct-93
Action,John Lawrence Richard Beymer Russ Tamblyn Scream Free!,1969,5.6,1-Dec-69
Drama,None Becky Stark Joseph Meissner Flood Streets,2011,7.9,11-Apr-11
Drama,Stephen Geller Kae Geller Brett Ryland Mother's Little Helpers,2005,6.5,2005
Comedy,Nanette Burstein Drew Barrymore Justin Long Going the Distance,2010,6.3,3-Sep-10
Comedy,None John Karna Luke Loftin Bindlestiffs,2012,4.5,12-Jan
Drama,James Bidgood Don Brooks Bobby Kendall Pink Narcissus,1971,6.8,13-Mar-93
Adventure,None Sara Harris Adam Hawker Animorphs,2007,5.4,2007
Drama,Jeffrey Hornaday John Travolta Jamie Walters Shout,1991,5.1,4-Oct-91
Comedy,None Giancarlo Iannotta Antonio Palumbo My Country,2017,9.4,21-Jun-17
Adult,Walt Davis Charles Lish Judy Angel New Girl in Town,1972,4.4,Feb-72
Drama,Michael Radford Charlotte Ayanna Daryl Hannah Dancing at the Blue Iguana,2000,5.8,11-Oct-01
Drama,Joey Travolta C. Thomas Howell Joan Severance Matter of Trust,1998,4.5,7-May-98
Drama,Roberto Monticello Jay Pearson Randall Carlton Sandtown,2004,7.4,1-May-04
Action,Sidney Hayers Ian Yule Bradford Dillman One Away,1976,4.4,NA
Drama,None Matthew Lillard Josh Randall One of Our Own,2007,6.4,2007
Action,Ferd Sebastian Jan Sebastian Tray Loren Gatorbait II: Cajun Justice,1988,4,15-Mar-89
Drama,Woody Allen Gena Rowlands Mia Farrow Another Woman,1988,7.4,18-Nov-88
Comedy,Dusty Bias Jeremy Clark Holly Lynn Ellis Prairie Love,2011,5.8,11-Jan
Comedy,Devin Crittenden Katherine Adams Aleks Awad Richard Peter Johnson,2015,5.2,15-Dec
Comedy,John Bacchus Tina Krause Paige Turner The Vampire's Seduction,1998,3.3,13-Mar-98
Comedy,Stephanie Rothman Deborah Walley Tommy Kirk It's a Bikini World,1967,4.7,14-Apr-67
Comedy,None Rachel Grubb Derek Dirlam Why Am I in a Box?,2010,4.6,7-Dec-10
Action,None Brandon La Dieu Josh Prevatte Gotham,2011,7.1,28-Dec-11
Crime,Sondra Locke Theresa Russell Jeff Fahey Impulse,1990,5.7,6-Apr-90
Sci-Fi,Gary Graver Julia Ann Joseph Roth Veronica 2030,1999,2.8,2-Feb-99
Comedy,Steve Franke Frank Mosley Mark Hanson Adventures of Bailey: A Night in Cowtown,2013,7.4,NA
Drama,Carmen Marron Aimee Garcia Al Bandiero Go for It!,2011,3.9,13-May-11
Comedy,Mark Haggard Stephen Nathan Cindy Williams The First Nudie Musical,1976,5.3,Mar-76
Western,Wayne Shipley Eric Roberts Raw Leiba Day of the Gun,2013,6.4,14-Nov-13
Crime,John Terlesky Lou Diamond Phillips Edoardo Ballerini Malevolent,2002,5.3,27-Jun-02
Drama,Tony Luraschi Craig Wasson Sterling Hayden The Outsider,1979,7,11-Jun-81
Comedy,Bill Zebub Terra Incognita Loretta Vendetta Indie Director,2013,3.6,25-May-13
Biography,Jay Duplass Cedric Bates Kai Parham Kevin,2011,6.7,15-Oct-11
Romance,Todd Portugal Madisen Hill Trip Langley The Last Man on Earth,2014,8,7-Mar-14
Comedy,Jonathan Khanlian Haig Hovnanian Ryan Cooper Digital Physics,2015,6.4,18-Oct-15
Action,Seth Marrotte Jamie Farnsworth Jeremy Farnsworth Dead Grid,2017,8.6,20-Feb-17
Adult,Alex de Renzy Jamie Gillis Siobhan Hunter Pretty Peaches 2,1987,6.7,1987
Crime,None Katie Keene Nathan Todaro Nobody in Particular,2013,7.4,2013
Drama,Carl Franklin Luke Ganalon Joseph Garcia Bless Me  Ultima,2013,6.4,22-Feb-13
Family,Noriaki Yuasa Albert Dekker Brian Donlevy Gammera the Invincible,1966,5.1,15-Dec-66
Family,Tom Whitus Jacob Hays Kevin Sorbo Sam Steele and the Crystal Chalice,2011,7.1,21-Nov-11
Horror,Corbin Timbrook Mario Lopez Gary Busey A Crack in the Floor,2001,3.3,24-Apr-01
Comedy,Mark Solomon Robert Arevalo Julia Clarete Wrinkles,2006,7.9,NA
Crime,Costa-Gavras John Travolta Dustin Hoffman Mad City,1997,6.2,7-Nov-97
Drama,Steve Anderson Jennifer Beals Olivia Thirlby White Orchid,2018,8.2,1-Feb-18
Adult,None Italian Stallion Aja Risque Business,1989,8.5,NA
Horror,Clive Barker Scott Bakula Kevin J. O'Connor Lord of Illusions,1995,6.1,25-Aug-95
Biography,Benny Boom Demetrius Shipp Jr. Danai Gurira All Eyez on Me,2017,5.8,16-Jun-17
Horror,Nettie Peña Jake Steinfeld Vinessa Shaw Home Sweet Home,1981,3.6,1981
Action,Timothy A. Chey Miles Sloman Jerry Sokolosky David and Goliath,2015,4.8,13-Mar-15
Action,Jim Wynorski Treat Williams Hannes Jaenicke Crash Point Zero,2001,3.3,23-Mar-01
Drama,Frank Ciota Frank Vincent Tony Darrow The North End,1997,8.8,5-Jun-98
Action,Kyle Misak Ben Furney Tahachi Hardrick 2101,2014,4.2,23-Feb-14
Thriller,Todd Portugal Brenna Gibson Jack Turturici Flooding,2000,5.8,4-Apr-00
Adult,None Orita De Chadwick Ric Lutze Pledge Sister,1973,5.6,25-Jan-73
Comedy,Bruce Leddy Jason London Alexondra Lee My Teacher's Wife,1999,5.6,30-Mar-99
Horror,None Alan Blanchard Judy Motulsky Spawn of the Slithis,1978,3.2,21-Jul-78
Musical,None Angell Conwell Vivica A. Fox There's a Stranger in My House,2009,5.4,2009
Drama,Martha Coolidge Patrick Swayze Mary Elizabeth Mastrantonio Three Wishes,1995,6.2,27-Oct-95
Thriller,John Wesley Norton Renee Domenz Heather Dorff Spades,2015,6.8,27-Sep-15
Drama,None Jonathan Harford Chester Jones III The Main Character,2005,7.8,31-Mar-05
Drama,None Kristen Bell Mamie Gummer The Lifeguard,2013,5.7,30-Jul-13
Thriller,Roger Kay Glynis Johns Dan O'Herlihy The Cabinet of Caligari,1962,5.8,27-Jun-62
Adult,Eric Jeffrey Haims Con Covert Margot Devletian The Mislayed Genie,1973,5,Nov-73
Biography,None Montel Williams Stephen Baldwin Boardwalk Hempire: The Rise and Fall of the Medical Kush Beach Club,2014,6.3,20-Apr-14
Drama,None Denzel Washington Spike Lee Mo' Better Blues,1990,6.6,3-Aug-90
Adult,Arthur J. Franks Christopher Norris Toni Scott The Agony of Lace Lash and Love,1975,3.5,May-75
Action,None Audrey Walker Rick Crawford Rage,2010,4.3,1-May-10
Crime,Martin Scorsese Leonardo DiCaprio Matt Damon The Departed,2006,8.5,6-Oct-06
Drama,Shanda Davis Fannie Davis Margena Davis Deceitful Storm,2008,1.9,10-Jun-08
Action,Stanislov Stanislovski Kaleigh Baugh Melissa Chasteen The Return of the Loch Ness Monster from Outer Space,2012,7.3,17-Feb-12
Adult,Howard Ziehm Fifi Watson Judy Angel Mona: The Virgin Nymph,1970,4.9,2-Oct-72
Comedy,None Mike Brune Anna Chlumsky Blood Car,2007,5.4,2-Mar-07
Comedy,Harmony Korine Nick Sutton Jacob Sewell Gummo,1997,6.7,24-Nov-97
Horror,None Amanda Dyar Elbert John Smith Stepford Wife: The Barbie Serial Killer,2012,6.7,14-Feb-12
Adventure,None Nick Sommer Mike Johnson Blood Junkie,2010,5.8,20-May-10
Horror,Joe Leone Angelica Arroliga Gabriella Chiulli Parched,2018,6.6,30-Dec-17
Drama,None Telly Savalas Laura Johnson Beyond Reason,1985,4.6,26-Sep-85
Comedy,Neil LaBute Matthew Broderick Alice Eve Dirty Weekend,2015,5,4-Sep-15
Adult,Henri Pachard Billy Dee Angel Kelly Lust Connection,1988,6.1,NA
War,Andy Rosenberg Lewis West Max King Hero Commandos,1979,2.1,1979
Comedy,Nicole Holofcener Jennifer Aniston Frances McDormand Friends with Money,2006,5.8,21-Apr-06
Comedy,None Dee Wallace Bruce Davison The Skateboard Kid 2,1995,3.8,22-Mar-95
Action,Noam Murro Sullivan Stapleton Eva Green 300: Rise of an Empire,2014,6.2,7-Mar-14
Drama,Al Ruban Walter Druker Don Dwyer The Sexploiters,1965,5.6,21-Mar-65
Biography,Herbert J. Leder John Ericson Barry Newman Pretty Boy Floyd,1960,5.7,Jan-60
Action,Rubidium Wu Clem McIntosh J.D. Brown Brooklyn Tide,2016,5.7,6-Jun-16
Horror,Shane Cole Megan Lynn Kathy Sue Holtorf Deadly Presence,2012,3.5,NA
Action,Russell Rouse Stephen Boyd Yvette Mimieux The Caper of the Golden Bulls,1967,5.9,24-May-67
Drama,Brad Marlowe David King Brandon Hiott Wednesday's Child,1999,6.6,1999
Biography,Ben Lewin John Hawkes Helen Hunt The Sessions,2012,7.2,16-Nov-12
Comedy,Ian Wallace Megan Abbana Sabrina Alanis Princess Daisy,2014,2.4,NA
Comedy,Brandon Barker Alaric Burgess Gwyndolyn Burgess Wicked Bad,2010,8.2,11-Aug-10
Drama,Richard Galbreath Lisa Gaye William Campbell Night of Evil,1962,5.5,27-Jan-62
Drama,None Duffy Hudson Susan Floyd Tattered Angel,2007,6.7,1-Oct-15
Fantasy,James Fotopoulos David Zellner Nathan Zellner Dignity,2013,4,10-Aug-13
Drama,Elizabeth Rohrbaugh Wally Dunn Isabella Farrell Becks,2017,5.7,9-Feb-18
Crime,Peter Billingsley Vince Vaughn Hailee Steinfeld Term Life,2016,5.5,29-Apr-16
Drama,Irving Sunasky Steven Marlo Maura McGiveney W.I.A. Wounded in Action,1966,8.6,Mar-66
Drama,Joseph Adler John Gabriel Luana Anders Sex and the College Girl,1964,3,27-Feb-70
Drama,James Gencarelli Guido Guirado Coy DeLuca A Neighborhood Story,2008,3.1,6-Nov-08
Drama,None Charlie Barrett Joe Knight Desert Heat,2003,8.4,2003
Crime,Peter Hall Rebecca De Mornay Antonio Banderas Never Talk to Strangers,1995,5.1,20-Oct-95
Drama,None Sunny Doench Malia Fields Blue in Green,2005,7.6,6-Apr-05
Family,Eric Hendershot Arizona Taylor Elizabeth Johnson Horse Crazy 2: The Legend of Grizzly Mountain,2010,5.4,20-Jul-10
Drama,Robert Aldrich Rock Hudson Kirk Douglas The Last Sunset,1961,6.8,14-Jun-61
Drama,Merlin Miller Gary Morris Tracy Kristofferson A Place to Grow,1998,5.5,30-Jun-98
Adventure,Neil Burger Shailene Woodley Theo James Divergent,2014,6.7,21-Mar-14
Horror,None Barbara Streifel Sanders Joseph Dunn The Blackout,2009,3.4,30-Sep-12
Comedy,Christopher Farley Erika T. Johnson Sherry Larson The Ufologist,2014,8.3,21-Mar-17
Comedy,None French Stewart Bridgette Wilson-Sampras Love Stinks,1999,5.8,10-Sep-99
Horror,Jerry Peterson Inga Draper Benjamin Riley Die Cheerleader Die,2008,3.6,15-Jan-08
Comedy,None Stirling Gardner Christian Keiber Opposite Sex and the City,2002,5.1,19-Oct-02
Horror,Michel Levesque Steve Oliver Donna Anders Werewolves on Wheels,1971,3.9,19-Nov-71
Action,Terry Becker Jennifer Billingsley John Considine The Thirsty Dead,1974,2.9,6-Sep-74
Drama,Martha Coolidge Laura Dern Robert Duvall Rambling Rose,1991,6.7,20-Sep-91
Western,Herbert L. Strock John Vivyan Bruce Gordon Rider on a Dead Horse,1962,5.1,27-May-62
Comedy,Rucha Humnabadkar Ali Fazal Melanie Chandra For Here or to Go?,2015,7.8,31-Mar-17
Horror,Bennie Woodell Leena Kurishingal Will Cummings III Fast Zombies with Guns,2009,2.4,9-Jan-09
Comedy,Wondwossen D. Dikran Tsegaye B. Selassie Jessica Beshir Journey to Lasta,2004,7.3,29-Oct-04
Thriller,Steve Rahaman Joseph Ruiz Frank Merlino Torment,2014,6.2,3-Jan-14
Romance,Gene Landry Charles Fraser Wade A. Vaughn The Completely Remarkable  Utterly Fabulous Transformation of a Regular Joe,2008,7.7,2008
Comedy,Brett Haley Sam Elliott Laura Prepon The Hero,2017,6.5,9-Jun-17
Comedy,George Roy Hill Anthony Franciosa Jane Fonda Period of Adjustment,1962,6.4,31-Oct-62
Action,Jack Starrett Bo Svenson Lurene Tuttle Final Chapter: Walking Tall,1977,5.8,31-Aug-77
Horror,Nicholas Reiner Josh Burrow Stephanie Fieger All Dark Places,2012,2.9,26-Jun-12
Drama,Stephen Mack Robin Dorsey Al Ghanekar Last Winter,2011,2.4,25-Jan-11
Crime,Anton Corbijn George Clooney Paolo Bonacelli The American,2010,6.3,1-Sep-10
Comedy,Justin Channell Jordan Hess Drew Smith Raising the Stakes,2005,4.7,12-Feb-05
Comedy,Brent Huff Jake Weber Maria Bello 100 Mile Rule,2002,5.8,7-Nov-02
Drama,None Karen Abercrombie T.C. Stallings God's Compass,2016,7.4,2016
Action,Charles Webb Carol Doda Jack Elliott Honky Tonk Nights,1978,5.8,NA
Thriller,James Polakof Peter Hooten Kathrine Baumann Sunburst,1975,3.2,24-Apr-75
Comedy,David Gordon Green Sandra Bullock Billy Bob Thornton Our Brand Is Crisis,2015,6.1,30-Oct-15
Comedy,Michael Gorgoglione Faith Renee Kennedy Adam Klein Go Mad and Mark,2017,4.7,2-Nov-17
Comedy,Robert Altman Sophia Loren Julia Roberts Ready to Wear,1994,5.1,25-Dec-94
Drama,Roy Burdine George Balakiryan Joanne Baron Damage Done,2008,7.3,10-Jan-08
Comedy,Evertis S. Wright Yeena Fisher Valentina Guerra Predatory Lender,2014,7.2,1-Nov-14
Thriller,Troy Hart Alicia Underwood Justin Duncan Ghost Note,2017,4.2,1-Aug-17
Comedy,Tom DeSimone Candice Rialson Larry Gelman Chatterbox!,1977,5.2,2-Feb-77
Comedy,Joel Silberg Adam Baldwin Mike Jolly Bad Guys,1986,4.7,14-Mar-86
Comedy,Jose Montesinos Alex Arleo David Atwood Bert: The Emotion Picture,2012,7.2,NA
Drama,James Ponsoldt Mary Elizabeth Winstead Aaron Paul Smashed,2012,6.8,14-Dec-12
Comedy,Alessandro De Gaetano Judy Tenuta Paul Denniston Butch Camp,1996,5.5,14-Nov-96
Drama,None Patti Astor Rene Ricard Underground U.S.A.,1980,5.1,May-80
Drama,Michael Cristofer Joe Basile Scott Burkholder Body Shots,1999,5,21-Jan-00
Drama,Isaac H. Eaton Balthazar Getty Peter Weller Shadow Hours,2000,5.9,20-Jul-01
Drama,Nora Jacobson Rachel Bissex Sam Chapin Nothing Like Dreaming,2004,7.6,3-Jun-04
Adventure,Alex Leung Edward Asner Drake Bell Frozen in Time,2014,6.1,14-Nov
Comedy,Stephen Milburn Anderson Sean Bean Chris Hemsworth Ca$h,2010,6,26-Mar-10
Comedy,Daisy von Scherler Mayer Parker Posey Omar Townsend Party Girl,1995,6.6,9-Jun-95
Drama,None Steve Voldseth Katherine Celio Around the Bay,2008,7.4,1-Mar-08
Comedy,Barry Williams Daja Bonnett Raecey Brown No Filter the Film,2015,4.4,27-Oct-15
Drama,None Jamie Kennedy Loren Dean Starstruck,1998,4.3,18-Apr-98
Comedy,J.B. Rogers Chris Klein Heather Graham Say It Isn't So,2001,4.9,23-Mar-01
Adult,None Alan Marlow Cedar Houston Once... and for All,1977,3.7,1977
Drama,None Che Ayende Dennis Leroy Kangalee As an Act of Protest,2002,7,15-Feb-02
Comedy,Scott Wheeler Justin Ray Kassandra Voyagis Attack of the Killer Donuts,2016,3.9,17-Nov-17
Documentary,John Chester Lee Boot James Lewis Euphoria,2005,7.3,2005
Drama,Jordan Leondopoulos Robert De Niro Jarred Mickey Sam's Song,1969,3.6,1969
Sci-Fi,Justin Hennard Sean Allen Mylinda Royer Moonlight by the Sea,2003,6.5,18-Sep-03
Action,None Sidney Poitier Bill Cosby Uptown Saturday Night,1974,6.7,26-Jul-74
Drama,None Lisa Bawdon Augie Blunt Hell Spa,1992,4.4,NA
Comedy,Ron Shelton Kevin Costner Rene Russo Tin Cup,1996,6.3,16-Aug-96
Adventure,John Lyde Darin Southam Charan Prabhakar One Man's Treasure,2009,3.9,9-Jan
Action,Fred Olen Ray Jan-Michael Vincent John Phillip Law Alienator,1990,2.8,8-Feb-90
Comedy,Larry Peerce Richard Benjamin Ali MacGraw Goodbye  Columbus,1969,6.5,21-May-69
